State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Gujarat,PANCH MAHALS,2008,Summer,Rice,300,1000
Gujarat,PANCH MAHALS,2008,Whole Year,Banana,100,11600
Gujarat,PANCH MAHALS,2009,Kharif,Maize,112100,84800
Gujarat,PANCH MAHALS,2009,Kharif,Rice,61000,29600
Gujarat,PANCH MAHALS,2009,Summer,Rice,400,1100
Gujarat,PANCH MAHALS,2009,Whole Year,Banana,100,5200
Gujarat,PANCH MAHALS,2010,Kharif,Maize,115100,160700
Gujarat,PANCH MAHALS,2010,Kharif,Rice,70400,59600
Gujarat,PANCH MAHALS,2010,Summer,Maize,1400,2800
Gujarat,PANCH MAHALS,2010,Summer,Rice,500,1400
Gujarat,PANCH MAHALS,2010,Whole Year,Banana,100,8400
Gujarat,PANCH MAHALS,2011,Kharif,Maize,110400,133200
Gujarat,PANCH MAHALS,2011,Kharif,Rice,78300,98200
Gujarat,PANCH MAHALS,2011,Rabi,Maize,29800,48000
Gujarat,PANCH MAHALS,2011,Summer,Maize,5000,11000
Gujarat,PANCH MAHALS,2011,Summer,Rice,800,2600
Gujarat,PANCH MAHALS,2011,Whole Year,Banana,100,6400
Gujarat,PANCH MAHALS,2012,Kharif,Maize,117300,193600
Gujarat,PANCH MAHALS,2012,Kharif,Rice,67300,118900
Gujarat,PANCH MAHALS,2012,Rabi,Maize,22200,31200
Gujarat,PANCH MAHALS,2012,Summer,Maize,1900,4900
Gujarat,PANCH MAHALS,2012,Summer,Rice,200,800
Gujarat,PANCH MAHALS,2012,Whole Year,Banana,100,5200
Gujarat,PATAN,2010,Rabi,Maize,2300,4500
Gujarat,PORBANDAR,2009,Kharif,Maize,300,300
Gujarat,PORBANDAR,2010,Rabi,Maize,500,900
Gujarat,RAJKOT,1998,Kharif,Maize,100,100
Gujarat,RAJKOT,1999,Kharif,Maize,300,300
Gujarat,RAJKOT,2000,Kharif,Maize,300,200
Gujarat,RAJKOT,2001,Kharif,Maize,300,700
Gujarat,RAJKOT,2002,Kharif,Maize,1100,1800
Gujarat,RAJKOT,2003,Kharif,Maize,1800,3100
Gujarat,RAJKOT,2004,Kharif,Maize,100,100
Gujarat,RAJKOT,2005,Kharif,Maize,400,700
Gujarat,RAJKOT,2006,Kharif,Maize,800,200
Gujarat,RAJKOT,2007,Kharif,Maize,700,1000
Gujarat,RAJKOT,2008,Kharif,Maize,800,1100
Gujarat,RAJKOT,2009,Kharif,Maize,900,900
Gujarat,RAJKOT,2010,Kharif,Maize,6000,9700
Gujarat,RAJKOT,2012,Kharif,Maize,400,600
Gujarat,SABAR KANTHA,1997,Whole Year,Maize,120100,223200
Gujarat,SABAR KANTHA,1997,Whole Year,Rice,29800,54900
Gujarat,SABAR KANTHA,1998,Kharif,Maize,122100,243600
Gujarat,SABAR KANTHA,1998,Kharif,Rice,30900,51800
Gujarat,SABAR KANTHA,1998,Whole Year,Banana,100,3600
Gujarat,SABAR KANTHA,1999,Kharif,Maize,117700,178300
Gujarat,SABAR KANTHA,1999,Kharif,Rice,36900,69000
Gujarat,SABAR KANTHA,2000,Kharif,Maize,108800,93600
Gujarat,SABAR KANTHA,2000,Kharif,Rice,15000,15500
Gujarat,SABAR KANTHA,2001,Kharif,Maize,132400,284100
Gujarat,SABAR KANTHA,2001,Kharif,Rice,17000,26700
Gujarat,SABAR KANTHA,2002,Kharif,Maize,143700,181000
Gujarat,SABAR KANTHA,2002,Kharif,Rice,8700,14000
Gujarat,SABAR KANTHA,2003,Kharif,Maize,146300,266700
Gujarat,SABAR KANTHA,2003,Kharif,Rice,6500,10900
Gujarat,SABAR KANTHA,2004,Kharif,Maize,127300,143500
Gujarat,SABAR KANTHA,2004,Kharif,Rice,9700,16800
Gujarat,SABAR KANTHA,2005,Kharif,Maize,125400,245800
Gujarat,SABAR KANTHA,2005,Kharif,Rice,5800,14000
Gujarat,SABAR KANTHA,2006,Kharif,Maize,115700,68200
Gujarat,SABAR KANTHA,2006,Kharif,Rice,8100,14500
Gujarat,SABAR KANTHA,2007,Kharif,Maize,101100,146400
Gujarat,SABAR KANTHA,2007,Kharif,Rice,10300,22400
Gujarat,SABAR KANTHA,2008,Kharif,Maize,90300,130900
Gujarat,SABAR KANTHA,2008,Kharif,Rice,10100,18400
Gujarat,SABAR KANTHA,2009,Kharif,Maize,88300,90700
Gujarat,SABAR KANTHA,2009,Kharif,Rice,6700,16400
Gujarat,SABAR KANTHA,2010,Kharif,Maize,86900,140100
Gujarat,SABAR KANTHA,2010,Kharif,Rice,5600,12000
Gujarat,SABAR KANTHA,2010,Summer,Maize,7300,14500
Gujarat,SABAR KANTHA,2011,Kharif,Maize,74400,108400
Gujarat,SABAR KANTHA,2011,Kharif,Rice,6700,15900
Gujarat,SABAR KANTHA,2011,Rabi,Maize,9800,18000
Gujarat,SABAR KANTHA,2011,Summer,Maize,2900,6400
Gujarat,SABAR KANTHA,2011,Whole Year,Banana,100,3600
Gujarat,SABAR KANTHA,2012,Kharif,Maize,57900,84600
Gujarat,SABAR KANTHA,2012,Kharif,Rice,3700,8200
Gujarat,SABAR KANTHA,2012,Rabi,Maize,2100,3000
Gujarat,SABAR KANTHA,2012,Summer,Maize,1300,1900
Gujarat,SABAR KANTHA,2012,Whole Year,Banana,100,3600
Gujarat,SURAT,1997,Whole Year,Banana,2000,114600
Gujarat,SURAT,1997,Whole Year,Maize,1300,2900
Gujarat,SURAT,1997,Whole Year,Rice,81900,149100
Gujarat,SURAT,1998,Kharif,Maize,1300,2100
Gujarat,SURAT,1998,Kharif,Rice,80500,166400
Gujarat,SURAT,1998,Whole Year,Banana,2100,135500
Gujarat,SURAT,1999,Kharif,Maize,1000,1300
Gujarat,SURAT,1999,Kharif,Rice,76700,143100
Gujarat,SURAT,1999,Whole Year,Banana,1400,96600
Gujarat,SURAT,2000,Kharif,Maize,800,600
Gujarat,SURAT,2000,Kharif,Rice,70600,117000
Gujarat,SURAT,2000,Summer,Rice,2900,7500
Gujarat,SURAT,2000,Whole Year,Banana,2200,99700
Gujarat,SURAT,2001,Kharif,Maize,1500,3000
Gujarat,SURAT,2001,Kharif,Rice,83500,167000
Gujarat,SURAT,2001,Summer,Rice,2900,8900
Gujarat,SURAT,2001,Whole Year,Banana,2900,187600
Gujarat,SURAT,2002,Kharif,Maize,2400,4200
Gujarat,SURAT,2002,Kharif,Rice,73500,137200
Gujarat,SURAT,2002,Summer,Rice,5100,24600
Gujarat,SURAT,2003,Kharif,Maize,1900,3300
Gujarat,SURAT,2003,Kharif,Rice,80000,154800
Gujarat,SURAT,2003,Summer,Rice,5300,17000
Gujarat,SURAT,2003,Whole Year,Banana,2900,214100
Gujarat,SURAT,2004,Kharif,Maize,2000,1900
Gujarat,SURAT,2004,Kharif,Rice,79300,141000
Gujarat,SURAT,2004,Summer,Rice,4700,12200
Gujarat,SURAT,2004,Whole Year,Banana,3200,195000
Gujarat,SURAT,2005,Kharif,Maize,2000,3100
Gujarat,SURAT,2005,Kharif,Rice,68300,131200
Gujarat,SURAT,2005,Summer,Rice,3700,10700
Gujarat,SURAT,2005,Whole Year,Banana,2200,159300
Gujarat,SURAT,2006,Kharif,Maize,2000,600
Gujarat,SURAT,2006,Kharif,Rice,72600,144200
Gujarat,SURAT,2006,Summer,Rice,5100,14400
Gujarat,SURAT,2006,Whole Year,Banana,2300,183400
Gujarat,SURAT,2007,Kharif,Maize,3500,4800
Gujarat,SURAT,2007,Kharif,Rice,80500,154900
Gujarat,SURAT,2007,Summer,Rice,7900,21700
Gujarat,SURAT,2007,Whole Year,Banana,3600,239800
Gujarat,SURAT,2008,Kharif,Maize,1100,1500
Gujarat,SURAT,2008,Kharif,Rice,58400,124300
Gujarat,SURAT,2008,Summer,Rice,9700,33200
Gujarat,SURAT,2008,Whole Year,Banana,2900,224800
Gujarat,SURAT,2009,Kharif,Maize,800,800
Gujarat,SURAT,2009,Kharif,Rice,54600,130300
Gujarat,SURAT,2009,Summer,Rice,6200,20300
Gujarat,SURAT,2009,Whole Year,Banana,2900,211600
Gujarat,SURAT,2010,Kharif,Maize,900,1600
Gujarat,SURAT,2010,Kharif,Rice,60700,124000
Gujarat,SURAT,2010,Summer,Maize,900,1700
Gujarat,SURAT,2010,Summer,Rice,18900,56500
Gujarat,SURAT,2010,Whole Year,Banana,3000,197200
Gujarat,SURAT,2011,Kharif,Maize,1000,1400
Gujarat,SURAT,2011,Kharif,Rice,52300,126800
Gujarat,SURAT,2011,Rabi,Maize,1000,1700
Gujarat,SURAT,2011,Summer,Maize,1000,
Gujarat,SURAT,2011,Summer,Rice,19000,64000
Gujarat,SURAT,2011,Whole Year,Banana,1700,110100
Gujarat,SURAT,2012,Kharif,Maize,1400,2400
Gujarat,SURAT,2012,Kharif,Rice,39700,84100
Gujarat,SURAT,2012,Summer,Rice,8900,26900
Gujarat,SURAT,2012,Whole Year,Banana,1000,79300
Gujarat,SURENDRANAGAR,1997,Whole Year,Rice,600,1200
Gujarat,SURENDRANAGAR,1998,Kharif,Rice,100,300
Gujarat,SURENDRANAGAR,1999,Kharif,Rice,500,1000
Gujarat,SURENDRANAGAR,2000,Kharif,Rice,700,400
Gujarat,SURENDRANAGAR,2001,Kharif,Rice,800,1200
Gujarat,SURENDRANAGAR,2002,Kharif,Rice,600,600
Gujarat,SURENDRANAGAR,2003,Kharif,Rice,200,300
Gujarat,SURENDRANAGAR,2004,Kharif,Maize,200,200
Gujarat,SURENDRANAGAR,2005,Kharif,Rice,500,1100
Gujarat,SURENDRANAGAR,2006,Kharif,Rice,500,900
Gujarat,SURENDRANAGAR,2007,Kharif,Rice,800,1500
Gujarat,SURENDRANAGAR,2008,Kharif,Rice,900,1000
Gujarat,SURENDRANAGAR,2009,Kharif,Rice,600,600
Gujarat,SURENDRANAGAR,2011,Kharif,Rice,500,1200
Gujarat,SURENDRANAGAR,2012,Kharif,Rice,200,400
Gujarat,TAPI,2008,Kharif,Maize,1600,2200
Gujarat,TAPI,2008,Kharif,Rice,25700,38100
Gujarat,TAPI,2008,Summer,Rice,700,1500
Gujarat,TAPI,2008,Whole Year,Banana,400,36000
Gujarat,TAPI,2009,Kharif,Maize,1400,1400
Gujarat,TAPI,2009,Kharif,Rice,29400,48300
Gujarat,TAPI,2009,Summer,Rice,700,2200
Gujarat,TAPI,2009,Whole Year,Banana,300,25900
Gujarat,TAPI,2010,Kharif,Maize,1000,1600
Gujarat,TAPI,2010,Kharif,Rice,35400,71900
Gujarat,TAPI,2010,Summer,Maize,300,600
Gujarat,TAPI,2010,Summer,Rice,2600,7900
Gujarat,TAPI,2010,Whole Year,Banana,300,20000
Gujarat,TAPI,2011,Kharif,Maize,600,900
Gujarat,TAPI,2011,Kharif,Rice,47300,99300
Gujarat,TAPI,2011,Rabi,Maize,600,900
Gujarat,TAPI,2011,Summer,Rice,2600,8300
Gujarat,TAPI,2011,Whole Year,Banana,200,11700
Gujarat,TAPI,2012,Kharif,Maize,900,1400
Gujarat,TAPI,2012,Kharif,Rice,45800,119400
Gujarat,TAPI,2012,Summer,Rice,900,2900
Gujarat,TAPI,2012,Whole Year,Banana,200,14000
Gujarat,VADODARA,1997,Whole Year,Banana,3700,245400
Gujarat,VADODARA,1997,Whole Year,Maize,49200,86300
Gujarat,VADODARA,1997,Whole Year,Rice,54700,54700
Gujarat,VADODARA,1998,Kharif,Maize,46600,78400
Gujarat,VADODARA,1998,Kharif,Rice,53500,61900
Gujarat,VADODARA,1998,Whole Year,Banana,4800,355600
Gujarat,VADODARA,1999,Kharif,Maize,49600,59600
Gujarat,VADODARA,1999,Kharif,Rice,48300,26800
Gujarat,VADODARA,1999,Whole Year,Banana,3700,276100
Gujarat,VADODARA,2000,Kharif,Maize,50200,46700
Gujarat,VADODARA,2000,Kharif,Rice,51500,6100
Gujarat,VADODARA,2000,Whole Year,Banana,4200,308600
Gujarat,VADODARA,2001,Kharif,Maize,54600,105100
Gujarat,VADODARA,2001,Kharif,Rice,58600,48700
Gujarat,VADODARA,2001,Whole Year,Banana,4600,351100
Gujarat,VADODARA,2002,Kharif,Maize,53800,89900
Gujarat,VADODARA,2002,Kharif,Rice,47200,38000
Gujarat,VADODARA,2003,Kharif,Maize,50400,82300
Gujarat,VADODARA,2003,Kharif,Rice,47200,59400
Gujarat,VADODARA,2003,Whole Year,Banana,2600,201800
Gujarat,VADODARA,2004,Kharif,Maize,52000,58200
Gujarat,VADODARA,2004,Kharif,Rice,52100,54300
Gujarat,VADODARA,2004,Whole Year,Banana,3300,209000
Gujarat,VADODARA,2005,Kharif,Maize,52700,75800
Gujarat,VADODARA,2005,Kharif,Rice,53100,61300
Gujarat,VADODARA,2005,Whole Year,Banana,4000,237700
Gujarat,VADODARA,2006,Kharif,Maize,53100,50500
Gujarat,VADODARA,2006,Kharif,Rice,49500,57400
Gujarat,VADODARA,2006,Whole Year,Banana,3600,228900
Gujarat,VADODARA,2007,Kharif,Maize,51800,91500
Gujarat,VADODARA,2007,Kharif,Rice,61400,83600
Gujarat,VADODARA,2007,Whole Year,Banana,4300,287700
Gujarat,VADODARA,2008,Kharif,Maize,48600,101400
Gujarat,VADODARA,2008,Kharif,Rice,60400,67100
Gujarat,VADODARA,2008,Whole Year,Banana,3100,210600
Gujarat,VADODARA,2009,Kharif,Maize,47500,69600
Gujarat,VADODARA,2009,Kharif,Rice,52500,47700
Gujarat,VADODARA,2009,Whole Year,Banana,2300,171800
Gujarat,VADODARA,2010,Kharif,Maize,43300,85500
Gujarat,VADODARA,2010,Kharif,Rice,55100,68100
Gujarat,VADODARA,2010,Rabi,Maize,63900,131800
Gujarat,VADODARA,2010,Summer,Maize,17100,34000
Gujarat,VADODARA,2010,Whole Year,Banana,1500,97200
Gujarat,VADODARA,2011,Kharif,Maize,44700,86900
Gujarat,VADODARA,2011,Kharif,Rice,44400,55300
Gujarat,VADODARA,2011,Rabi,Maize,25500,56000
Gujarat,VADODARA,2011,Summer,Maize,10900,24000
Gujarat,VADODARA,2011,Whole Year,Banana,2000,133500
Gujarat,VADODARA,2012,Kharif,Maize,44100,86600
Gujarat,VADODARA,2012,Kharif,Rice,44600,63200
Gujarat,VADODARA,2012,Rabi,Maize,24600,62700
Gujarat,VADODARA,2012,Whole Year,Banana,2600,172500
Gujarat,VALSAD,1997,Whole Year,Banana,300,16400
Gujarat,VALSAD,1997,Whole Year,Maize,100,100
Gujarat,VALSAD,1997,Whole Year,Rice,97800,172200
Gujarat,VALSAD,1998,Kharif,Maize,100,100
Gujarat,VALSAD,1998,Kharif,Rice,102300,195700
Gujarat,VALSAD,1998,Whole Year,Banana,300,16100
Gujarat,VALSAD,1999,Kharif,Maize,100,100
Gujarat,VALSAD,1999,Kharif,Rice,97300,183900
Gujarat,VALSAD,1999,Whole Year,Banana,300,17500
Gujarat,VALSAD,2000,Kharif,Rice,99800,162800
Gujarat,VALSAD,2000,Summer,Rice,900,2700
Gujarat,VALSAD,2000,Whole Year,Banana,200,10000
Gujarat,VALSAD,2001,Kharif,Rice,109200,229900
Gujarat,VALSAD,2001,Summer,Rice,400,1200
Gujarat,VALSAD,2001,Whole Year,Banana,400,27700
Gujarat,VALSAD,2002,Kharif,Rice,87900,142600
Gujarat,VALSAD,2002,Summer,Rice,5900,26400
Gujarat,VALSAD,2003,Kharif,Rice,42700,93300
Gujarat,VALSAD,2003,Summer,Rice,300,700
Gujarat,VALSAD,2003,Whole Year,Banana,200,9900
Gujarat,VALSAD,2004,Kharif,Rice,49100,89400
Gujarat,VALSAD,2004,Summer,Rice,100,300
Gujarat,VALSAD,2004,Whole Year,Banana,100,3700
Gujarat,VALSAD,2005,Kharif,Rice,47500,94800
Gujarat,VALSAD,2005,Summer,Rice,1700,4900
Gujarat,VALSAD,2006,Kharif,Rice,50600,96500
Gujarat,VALSAD,2006,Summer,Rice,1800,5100
Gujarat,VALSAD,2006,Whole Year,Banana,200,13200
Gujarat,VALSAD,2007,Kharif,Rice,57500,127700
Gujarat,VALSAD,2007,Summer,Rice,800,2500
Gujarat,VALSAD,2007,Whole Year,Banana,200,10700
Gujarat,VALSAD,2008,Kharif,Rice,60300,127500
Gujarat,VALSAD,2008,Summer,Rice,800,2500
Gujarat,VALSAD,2008,Whole Year,Banana,100,6500
Gujarat,VALSAD,2009,Kharif,Rice,58300,112900
Gujarat,VALSAD,2009,Summer,Rice,700,2100
Gujarat,VALSAD,2009,Whole Year,Banana,100,5900
Gujarat,VALSAD,2010,Kharif,Rice,58600,118200
Gujarat,VALSAD,2010,Summer,Rice,9500,28800
Gujarat,VALSAD,2010,Whole Year,Banana,100,6200
Gujarat,VALSAD,2011,Kharif,Rice,67300,145100
Gujarat,VALSAD,2011,Summer,Rice,2700,8700
Gujarat,VALSAD,2012,Kharif,Rice,63800,143900
Gujarat,VALSAD,2012,Summer,Rice,600,1700
Haryana,AMBALA,1997,Kharif,Maize,8000,15000
Haryana,AMBALA,1997,Kharif,Rice,65000,182000
Haryana,AMBALA,1998,Kharif,Maize,5610,11000
Haryana,AMBALA,1998,Kharif,Rice,71365,186000
Haryana,AMBALA,1999,Kharif,Maize,5608,14000
Haryana,AMBALA,1999,Kharif,Rice,72185,206000
Haryana,AMBALA,2000,Kharif,Maize,4369,10000
Haryana,AMBALA,2000,Kharif,Rice,71840,217000
Haryana,AMBALA,2001,Kharif,Maize,3762,11000
Haryana,AMBALA,2001,Kharif,Rice,74881,233000
Haryana,AMBALA,2002,Kharif,Maize,2714,5000
Haryana,AMBALA,2002,Kharif,Rice,61465,183000
Haryana,AMBALA,2003,Kharif,Maize,3084,7000
Haryana,AMBALA,2003,Kharif,Rice,73240,227000
Haryana,AMBALA,2004,Kharif,Maize,3014,7000
Haryana,AMBALA,2004,Kharif,Rice,73580,233000
Haryana,AMBALA,2005,Kharif,Maize,2719,6000
Haryana,AMBALA,2005,Kharif,Rice,76540,254000
Haryana,AMBALA,2006,Kharif,Maize,2500,7000
Haryana,AMBALA,2006,Kharif,Rice,75737,261000
Haryana,AMBALA,2007,Kharif,Maize,2574,8000
Haryana,AMBALA,2007,Kharif,Rice,75164,277000
Haryana,AMBALA,2008,Kharif,Maize,2104,5600
Haryana,AMBALA,2008,Kharif,Rice,81002,267000
Haryana,AMBALA,2009,Kharif,Maize,1971,5000
Haryana,AMBALA,2009,Kharif,Rice,82283,306000
Haryana,AMBALA,2010,Kharif,Maize,1511,2000
Haryana,AMBALA,2010,Kharif,Rice,81869,282000
Haryana,AMBALA,2011,Kharif,Maize,1099,3000
Haryana,AMBALA,2011,Kharif,Rice,82586,322000
Haryana,AMBALA,2012,Kharif,Maize,801,3000
Haryana,AMBALA,2012,Kharif,Rice,82642,343000
Haryana,BHIWANI,1997,Kharif,Rice,1000,3000
Haryana,BHIWANI,1998,Kharif,Maize,47,
Haryana,BHIWANI,1998,Kharif,Rice,7223,16000
Haryana,BHIWANI,1999,Kharif,Maize,33,0
Haryana,BHIWANI,1999,Kharif,Rice,7317,17000
Haryana,BHIWANI,2000,Kharif,Maize,27,0
Haryana,BHIWANI,2000,Kharif,Rice,8159,20000
Haryana,BHIWANI,2001,Kharif,Maize,32,0
Haryana,BHIWANI,2001,Kharif,Rice,7422,21000
Haryana,BHIWANI,2002,Kharif,Maize,42,0
Haryana,BHIWANI,2002,Kharif,Rice,6491,19000
Haryana,BHIWANI,2003,Kharif,Maize,91,0
Haryana,BHIWANI,2003,Kharif,Rice,9890,23000
Haryana,BHIWANI,2004,Kharif,Maize,41,
Haryana,BHIWANI,2004,Kharif,Rice,11412,14000
Haryana,BHIWANI,2005,Kharif,Maize,74,
Haryana,BHIWANI,2005,Kharif,Rice,12526,25000
Haryana,BHIWANI,2006,Kharif,Maize,56,
Haryana,BHIWANI,2006,Kharif,Rice,13666,26000
Haryana,BHIWANI,2007,Kharif,Maize,49,
Haryana,BHIWANI,2007,Kharif,Rice,14818,40000
Haryana,BHIWANI,2008,Kharif,Maize,25,
Haryana,BHIWANI,2008,Kharif,Rice,21217,45000
Haryana,BHIWANI,2009,Kharif,Maize,52,
Haryana,BHIWANI,2009,Kharif,Rice,19028,44000
Haryana,BHIWANI,2010,Kharif,Maize,35,
Haryana,BHIWANI,2010,Kharif,Rice,21314,44000
Haryana,BHIWANI,2011,Kharif,Maize,35,
Haryana,BHIWANI,2011,Kharif,Rice,17520,46000
Haryana,BHIWANI,2012,Kharif,Maize,74,
Haryana,BHIWANI,2012,Kharif,Rice,14981,40000
Haryana,FARIDABAD,1997,Kharif,Maize,1000,2000
Haryana,FARIDABAD,1997,Kharif,Rice,21000,59000
Haryana,FARIDABAD,1998,Kharif,Maize,323,
Haryana,FARIDABAD,1998,Kharif,Rice,30124,70000
Haryana,FARIDABAD,1999,Kharif,Maize,791,2000
Haryana,FARIDABAD,1999,Kharif,Rice,28820,58000
Haryana,FARIDABAD,2000,Kharif,Maize,764,2000
Haryana,FARIDABAD,2000,Kharif,Rice,28959,80000
Haryana,FARIDABAD,2001,Kharif,Maize,931,3000
Haryana,FARIDABAD,2001,Kharif,Rice,31274,88000
Haryana,FARIDABAD,2002,Kharif,Maize,797,2000
Haryana,FARIDABAD,2002,Kharif,Rice,18092,48000
Haryana,FARIDABAD,2002,Whole Year,Banana,2,0
Haryana,FARIDABAD,2003,Kharif,Maize,202,0
Haryana,FARIDABAD,2003,Kharif,Rice,28333,78000
Haryana,FARIDABAD,2003,Whole Year,Banana,5,0
Haryana,FARIDABAD,2004,Kharif,Maize,245,
Haryana,FARIDABAD,2004,Kharif,Rice,28255,68000
Haryana,FARIDABAD,2005,Kharif,Maize,47,
Haryana,FARIDABAD,2005,Kharif,Rice,26376,70000
Haryana,FARIDABAD,2006,Kharif,Maize,89,
Haryana,FARIDABAD,2006,Kharif,Rice,27360,84000
Haryana,FARIDABAD,2007,Kharif,Maize,67,
Haryana,FARIDABAD,2007,Kharif,Rice,29214,94000
Haryana,FARIDABAD,2008,Kharif,Maize,16,
Haryana,FARIDABAD,2008,Kharif,Rice,8447,22000
Haryana,FARIDABAD,2009,Kharif,Rice,9560,24000
Haryana,FARIDABAD,2010,Kharif,Maize,3,
Haryana,FARIDABAD,2010,Kharif,Rice,9550,18000
Haryana,FARIDABAD,2011,Kharif,Maize,49,
Haryana,FARIDABAD,2011,Kharif,Rice,11554,28000
Haryana,FARIDABAD,2012,Kharif,Rice,10709,25000
Haryana,FATEHABAD,1997,Kharif,Rice,52000,184000
Haryana,FATEHABAD,1998,Kharif,Maize,25,
Haryana,FATEHABAD,1998,Kharif,Rice,70105,208000
Haryana,FATEHABAD,1999,Kharif,Maize,114,0
Haryana,FATEHABAD,1999,Kharif,Rice,69238,164000
Haryana,FATEHABAD,2000,Kharif,Maize,94,0
Haryana,FATEHABAD,2000,Kharif,Rice,61308,199000
Haryana,FATEHABAD,2001,Kharif,Maize,154,0
Haryana,FATEHABAD,2001,Kharif,Rice,58359,175000
Haryana,FATEHABAD,2002,Kharif,Maize,67,0
Haryana,FATEHABAD,2002,Kharif,Rice,66915,202000
Haryana,FATEHABAD,2002,Whole Year,Grapes,295,3700
Haryana,FATEHABAD,2003,Kharif,Maize,34,0
Haryana,FATEHABAD,2003,Kharif,Rice,65108,218000
Haryana,FATEHABAD,2003,Whole Year,Grapes,170,50
Haryana,FATEHABAD,2004,Kharif,Maize,22,
Haryana,FATEHABAD,2004,Kharif,Rice,65365,280000
Haryana,FATEHABAD,2005,Kharif,Maize,16,
Haryana,FATEHABAD,2005,Kharif,Rice,68371,254000
Haryana,FATEHABAD,2006,Kharif,Maize,7,
Haryana,FATEHABAD,2006,Kharif,Rice,70069,312000
Haryana,FATEHABAD,2007,Kharif,Rice,73133,318000
Haryana,FATEHABAD,2008,Kharif,Maize,18,
Haryana,FATEHABAD,2008,Kharif,Rice,77738,339000
Haryana,FATEHABAD,2009,Kharif,Maize,18,
Haryana,FATEHABAD,2009,Kharif,Rice,81385,291000
Haryana,FATEHABAD,2010,Kharif,Maize,6,
Haryana,FATEHABAD,2010,Kharif,Rice,87580,348000
Haryana,FATEHABAD,2011,Kharif,Maize,9,
Haryana,FATEHABAD,2011,Kharif,Rice,87063,325000
Haryana,FATEHABAD,2012,Kharif,Maize,6,
Haryana,FATEHABAD,2012,Kharif,Rice,89639,370000
Haryana,GURGAON,1997,Kharif,Rice,7000,20000
Haryana,GURGAON,1998,Kharif,Maize,13,
Haryana,GURGAON,1998,Kharif,Rice,10884,25000
Haryana,GURGAON,1999,Kharif,Maize,8,0
Haryana,GURGAON,1999,Kharif,Rice,9465,22000
Haryana,GURGAON,2000,Kharif,Maize,8,0
Haryana,GURGAON,2000,Kharif,Rice,7881,20000
Haryana,GURGAON,2001,Kharif,Maize,10,0
Haryana,GURGAON,2001,Kharif,Rice,7503,21000
Haryana,GURGAON,2002,Kharif,Maize,93,0
Haryana,GURGAON,2002,Kharif,Rice,2639,8000
Haryana,GURGAON,2003,Kharif,Maize,16,0
Haryana,GURGAON,2003,Kharif,Rice,7491,19000
Haryana,GURGAON,2004,Kharif,Maize,6,
Haryana,GURGAON,2004,Kharif,Rice,6252,18000
Haryana,GURGAON,2005,Kharif,Maize,5,
Haryana,GURGAON,2005,Kharif,Rice,2197,6000
Haryana,GURGAON,2006,Kharif,Maize,5,
Haryana,GURGAON,2006,Kharif,Rice,2322,6000
Haryana,GURGAON,2007,Kharif,Maize,9,
Haryana,GURGAON,2007,Kharif,Rice,2615,10000
Haryana,GURGAON,2008,Kharif,Maize,8,
Haryana,GURGAON,2008,Kharif,Rice,3457,8000
Haryana,GURGAON,2009,Kharif,Maize,3,
Haryana,GURGAON,2009,Kharif,Rice,4425,14000
Haryana,GURGAON,2010,Kharif,Maize,2,
Haryana,GURGAON,2010,Kharif,Rice,5151,14000
Haryana,GURGAON,2011,Kharif,Maize,6,
Haryana,GURGAON,2011,Kharif,Rice,4803,15000
Haryana,GURGAON,2012,Kharif,Rice,4452,13000
Haryana,HISAR,1997,Kharif,Rice,22000,64000
Haryana,HISAR,1998,Kharif,Maize,119,
Haryana,HISAR,1998,Kharif,Rice,43409,97000
Haryana,HISAR,1999,Kharif,Maize,88,0
Haryana,HISAR,1999,Kharif,Rice,44552,107000
Haryana,HISAR,2000,Kharif,Maize,138,0
Haryana,HISAR,2000,Kharif,Rice,33285,63000
Haryana,HISAR,2001,Kharif,Maize,32,0
Haryana,HISAR,2001,Kharif,Rice,20353,37000
Haryana,HISAR,2002,Kharif,Maize,93,0
Haryana,HISAR,2002,Kharif,Rice,21328,41000
Haryana,HISAR,2003,Kharif,Maize,59,0
Haryana,HISAR,2003,Kharif,Rice,27931,68000
Haryana,HISAR,2004,Kharif,Maize,78,
Haryana,HISAR,2004,Kharif,Rice,28281,63000
Haryana,HISAR,2005,Kharif,Maize,44,
Haryana,HISAR,2005,Kharif,Rice,35448,87000
Haryana,HISAR,2006,Kharif,Maize,26,
Haryana,HISAR,2006,Kharif,Rice,35283,94000
Haryana,HISAR,2007,Kharif,Maize,22,
Haryana,HISAR,2007,Kharif,Rice,37626,99000
Haryana,HISAR,2008,Kharif,Maize,18,
Haryana,HISAR,2008,Kharif,Rice,48567,132000
Haryana,HISAR,2009,Kharif,Maize,48,
Haryana,HISAR,2009,Kharif,Rice,43250,94000
Haryana,HISAR,2010,Kharif,Maize,59,
Haryana,HISAR,2010,Kharif,Rice,44733,113000
Haryana,HISAR,2011,Kharif,Maize,51,
Haryana,HISAR,2011,Kharif,Rice,42921,111000
Haryana,HISAR,2012,Kharif,Maize,24,
Haryana,HISAR,2012,Kharif,Rice,42070,102000
Haryana,JHAJJAR,1997,Kharif,Rice,8000,13000
Haryana,JHAJJAR,1998,Kharif,Maize,19,
Haryana,JHAJJAR,1998,Kharif,Rice,19923,38000
Haryana,JHAJJAR,1999,Kharif,Maize,33,0
